Tipo;Medio General;Medio Específico;Título;Resumen;Fecha Emisión;Valorización;Cm2;Duración;Página;Personajes;Candidatos 2016;Tono;Mes Emisión																				
Web;Expreso;expreso.com.pe;Evaluarán posible violación de neutralidad electoral de Ollanta Humala;Según un informe del coordinador de fiscalización del Jurado Electoral Especial (JEE) Lima Centro 1	 Leonel Concha Montoya	 “habría una posible vulneración al principio de neutralidad electoral” cometida por Ollanta Humala	 presidente constitucional de la República. (...) Al día siguiente	 en la ceremonia de lanzamiento de un proyecto de ampliación de agua potable en Villa María del Triunfo	 asoció a un candidato presidencial con “programas truchos”. “Les ofrecían el ‘agua para todos’ y al final era ‘coima para todos’”	 dijo Humala en alusión al programa inaugurado en el gobierno de Alan García. Aunque ayer (jueves)	 Ollanta Humala volvió a hablar de la corrupción en el gobierno fujimorista (1990- 2000). “Estamos criticando	 como tenemos todo el derecho a criticar	 lo bueno o lo malo que se ha hecho en gestiones anteriores”	 se justificó. También minimizó un informe de la asociación civil Transparencia	 según el cual Qali Warma fue la entidad pública que	 a través del Twitter	 transgredió más veces la prohibición de publicidad estatal en período electoral.;25/12/2015;52;;0;;Ollanta Moisés Humala Tasso;Alan García Pérez;Negativo;2015-12							
Web;El Comercio;elcomercio.pe;Dime a quién te jalas… - Patricia del Río;PPK-el moqueguano: el gringo necesita un baño de provincias. El exitoso ex gobernador de Moquegua Martín Vizcarra	 que hizo de su región un ejemplo de eficiencia	 le aportará a la plancha de Kuczynski ese acercamiento al interior del país que Acuña tiene por su origen y Keiko por el gobierno fujimorista de su padre. Vizcarra lo puede ayudar	 además	 a cosechar votos en el sur	 una plaza interesante y menos cautiva que el norte.;10/12/2015;5994.53;;0;;Patricia del Río Labarthe;Keiko Fujimori Higuchi;Neutro;2015-12															
Medio Impreso;Expreso;Expreso;Apaza pide celeridad para acuerdos con el Frente Amplio;El vocero de la bancada de Dignidad y Democracia	 Justiniano Apaza	 pidió a los dirigentes de diversas agrupaciones de izquierda que concreten acuerdos con el Frente Amplio de Verónika Mendoza para la formación de una alianza.;12/12/2015;484.9;79.21;0;11;Justiniano Rómulo Apaza Ordóñez;Verónika Mendoza Frisch;Positivo;2015-12																		
Televisión;RPP;Ampliación de Noticias - RPP;Iván Vásquez comenta sobre alianza de Fuerza Loretana y el Apra (RPP TV);Entrevista. El ex gobernador regional de Loreto	 Iván Vásquez	 recordó que su agrupación Fuerza Loretana en las elecciones del 2011 participó en alianza con Alejandro Toledo logrando que este candidato gane en su región. Aseveró que decidió unirse a la candidatura de Alan García porque tienen el compromiso del expresidente de ejecutar el proyecto del tren Iquitos-Yurimaguas. Vásquez sostuvo que la mayoría de los loretanos no estaban de acuerdo con que Petroperú opere en el Lote 192. Manifestó que la necesidad de su región es la conectividad y la energía eléctrica. Vásquez señaló que debe revisarse la descentralización porque para un gobernador regional es incómodo estar detrás de un ministro para lograr que la gestión que haces no demore tanto.;14/12/2015;4340.44;;982;;Iván Vásquez Valera;Alejandro Toledo Manrique;Neutro;2015-12																		
Televisión;RPP;RPP NOTICIAS - EDICIÓN MAÑANA ;Candidatos a la vicepresidencia por APP defienden su postulación (RPP TV);Los candidatos a la vicepresidencia de la República (Humberto Lay y Anel Townsend) que acompañan a César Acuña negaron que la alianza solo tenga fines electorales. Aseguraron que comparten ideas para el gobierno. Juan Carlos Gonzales	 personero legal de Alianza para el Progreso	 informó que se van a retirar los paneles gigantes en los cuales aparece César Acuña como presidente fundador de varias universidades. Aseveró que una cosa es el partido y otro la Universidad César Vallejo que cuenta con un rector quien debería responder los cargos de uso indebido de publicidad en favor de Acuña Peralta.;23/12/2015;1277.38;;289;;Humberto Lay Sun;César Acuña Peralta;Positivo;2015-12																		
Televisión;RPP;RPP NOTICIAS - EDICIÓN MAÑANA ;Candidatos a la vicepresidencia por APP defienden su postulación (RPP TV);Los candidatos a la vicepresidencia de la República (Humberto Lay y Anel Townsend) que acompañan a César Acuña negaron que la alianza solo tenga fines electorales. Aseguraron que comparten ideas para el gobierno. Juan Carlos Gonzales	 personero legal de Alianza para el Progreso	 informó que se van a retirar los paneles gigantes en los cuales aparece César Acuña como presidente fundador de varias universidades. Aseveró que una cosa es el partido y otro la Universidad César Vallejo que cuenta con un rector quien debería responder los cargos de uso indebido de publicidad en favor de Acuña Peralta.;23/12/2015;1277.38;;289;;Juan Carlos Gonzales Hidalgo;César Acuña Peralta;Positivo;2015-12																		
Televisión;Canal N;N Portada;Congresistas Abugattás y Salgado opinaron sobre anunciadas alianzas con miras a elecciones del 2016 (Canal N);El Partido Aprista se aliará con el Partido Popular Cristiano y Vamos Perú para las elecciones del 2016. El líder aprista Alan García dijo querer que Lourdes Flores integre su plancha. Por su parte	 Alianza Para el Progreso irá en alianza con Somos Perú y Restauración Nacional. La congresista de Fuerza Popular Luz Salgado dijo que no hay objetivos programáticos e ideológicos que unan al Apra con el PPC y que la finalidad de esta última agrupación es salvar la valla electoral. Refiriéndose a la situación del Partido Nacionalista	 la congresista fujimorista dijo que los ministros de Economía y Trabajo no se pronuncian ante la situación difícil en el plano económico. Por su parte	 el congresista nacionalista Daniel Abugattás señaló que las alianzas políticas desinstitucionalizan la política. En otro momento	 señaló que la alianza entre el PPC y el Apra consolidaría la posición de estos partidos como de “extrema derecha”. Durante el diálogo	 la congresista Luz Salgado se refirió a las conversaciones para alianzas que habría sostenido Somos Perú con Pedro Pablo Kuczynski y con César Acuña. También comentó que Lourdes Flores fue maltratada por Alan García y que a muchos pepecistas no les debe gustar la alianza que se anuncia. Por su parte	 Abugattás afirmó que Keiko Fujimori se ha “robado” varias de las propuestas del plan de la Gran Transformación y añadió que César Acuña quedaría como el “candidato del pueblo”. Al final del diálogo se presentaron caricaturas políticas sobre César Acuña	 Keiko Fujimori	 Alan García	 Alejandro Toledo.;11/12/2015;14224;;1016;;Daniel Abugattás Majluf;Keiko Fujimori Higuchi;Neutro;2015-12											
Televisión;TV Perú;TV Perú Noticias Edición Matinal ;Giovana Peña Flor analiza participación de candidatos en CADE2015 (Canal 7);Entrevista. Giovana Peña Flor	 analista político dio cuenta de la última encuesta difundido en Diario Uno	 el día viernes	 donde Keiko Fujimori tiene una intención de voto aprox. de 33%	 Pedro Pablo Kuczynski con 15%	 César Acuña con 11%	 Alan García con 9% donde actualmente existe un 22% de indecisos que definirán la elección presidencial al 2016. Seguidamente	 evaluó la participación de cada candidato en CADE2015	 donde destacó el tecnicismo en sus propuestas de Pedro Pablo Kuczynski y la necesidad que tiene Keiko Fujimori de distanciarse del Gobierno de su padre que constituye su mayor activo y pasivo a la vez.;06/12/2015;15538.75;;943;;Giovanna Peñaflor Guerra;Pedro Pablo Kuczynski Godard;Positivo;2015-12												
Televisión;RPP;Central de Informaciones ;Congresista Cuculiza aclaró que Keiko Fujimori sacará a su padre de prisión usando la vía legal (RPP TV);La congresista Luisa María Cuculiza señaló que	 cuando habló sobre la posibilidad de que Keiko Fujimori libere a su padre Alberto Fujimori	 no se refería a un indulto sino a la vía legal que inclusive podría llegar a instancias internacionales.;17/12/2015;344.76;;78;;Luisa María Cuculiza Torre;Keiko Fujimori Higuchi;Positivo;2015-12																		
Web;Perú 21;peru21.pe;Cuentistas al 2016 - Juan José Garrido;A la Sra. Anel Townsend le parece suficiente la palabra del Sr. César Acuña. No interesa que existan denuncias –varias– interpuestas por la Sra. Rosa Núñez (ex esposa y madre de tres de los hijos del Sr. Acuña)	 todas documentadas según su testimonio. Tampoco le interesa que el Sr. Acuña tuvo un hijo con una menor de edad mientras estudiaba en su academia.. existió una denuncia de violación sexual	 fue retirada	 y eso es lo que sabemos. La Sra. Townsend fue ministra de la Mujer	 pero	 para ella	 el interés corre por otro lado.;14/12/2015;1874.83;;0;;Juan José Garrido;César Acuña Peralta;Negativo;2015-12														
Medio Impreso;El Comercio;El Comercio Cuerpo A;Naranja exprimida;Keiko Fujimori anunció que tres de los congresistas más cercanos al encarcelado expresidente Alberto Fujimori no estarán en su lista parlamentaria. Analistas políticos consideran que esta decisión se tomó pensando en la segunda vuelta. En conferencia de prensa	 Fujimori Higuchi anunció los resultados de la evaluación que una comisión de su partido llevó a cabo en los úlumos meses para determinar quiénes debíanir a la reelección. De los 34 congresistas que integran su bancada	 18 no buscarán una curul en las próximas elecciones	 algunos por decisión propia y otros por recomendación.;30/12/2015;10647.34;1658.92;0;2;Alfredo Torres Guzmán;Keiko Fujimori Higuchi;Neutro;2015-12																	
Web;Semana Económica;semanaeconomica.com;Keiko Fujimori: José Chlimper y Vladimiro Huaroc irán en su plancha presidencial;Chlimper fue ministro de Agricultura de Alberto Fujimori y Huaroc es exjefe de la oficina de diálogo de la PCM y exmilitante de Fuerza Social. Keiko Fujimori oficializó su plancha presidencial para las elecciones del próximo año en un mitin en Comas. “Esta plancha representa el conocimiento de la realidad	 sumado a la gran experiencia que me está dando. Compartimos su visión de querer cambiar el país”	 dijo en su discurso.;21/12/2015;103.45;75.17;0;;José Chlimper Ackerman;Keiko Fujimori Higuchi;Positivo;2015-12																		
Web;La República;larepublica.pe;Dos renuncias;Las renuncias de Daniel Mora y Luis Thais a Perú Posible son algo más que una reacción a la plancha designada por Alejandro Toledo. Es poco probable que ellos mismos hayan querido ocupar esos lugares	 ornamentales en última instancia. Pero probablemente tenían ideas propias sobre el método de elección o las figuras idóneas. En el caso de Mora se trata de una renuncia tardía	 y a la vez muy esperada. Debió irse cuando Toledo le serruchó el piso	 y luego lo apuñaló por la espalda	 en la comisión de Educación del Congreso	 o incluso antes	 cuando el partido no le dio apoyo a la importante y polémica Ley de Educacion promovida por Mora. Pero entonces dijo que no renunciaría.;21/12/2015;1014.43;;0;;Mirko Lauer;Alejandro Toledo Manrique;Neutro;2015-12														
Medio Impreso;La República;La República;La vida en soles - Mirko Lauer;Un nuevo personaje en la campaña electoral: la inflación. Pero que el pollo se haya pasado noviembre aleteando hacia arriba	 hasta llegar a S/. 9 en estos días	 tiene un fuerte peso simbólico. Que el gobierno acuse a los especuladores no está tranquilizando a nadie. (...) La CADE de Pararas en cierto modo lo ha maquillado al colocar el crecimiento en la parte alta de su agenda. Hasta aquí ningún candidato se ha querido subir al tema	 por diversos motivos. Pero las preguntas están flotando en el aire. En la teoría este seña un tema grato para Keiko Fujimori	 puesto que el fujimorismo cortó la hiperinflación 1989- 1990.;03/12/2015;1207.96;248.29;0;4;Mirko Lauer;Alan García Pérez;Neutro;2015-12																
Televisión;América TV;Primera Edición;Presidente del JNE: Humala debe respetar el principio de neutralidad electoral (Canal 4);El titular del Jurado Nacional de Elecciones	 Francisco Távara	 sostuvo que el presidente Ollanta Humala tiene la obligación de dar el ejemplo respetando el principio de neutralidad electoral. Esto en referencia a los cuestionamientos que realizó el jefe de Estado contra los exmandatarios Alan García y Alejandro Toledo. De otro lado	 el funcionario exhortó al Jurado Electoral Especial que absuelva a la brevedad el caso de César Acuña y José Luna Gálvez acusados de usar sus universidades para hacer campaña electoral. Además	 pidió a la Sunedu pronunciarse sobre el uso de paneles publicitarios en dichas universidades. También	 recordó que el partido de César Acuña es el que más adeuda por violación a las normas electorales. De otro lado	 Távara aseguró que hasta el momento no existe ninguna denuncia sobre el color usado por la Municipalidad de Lima en las rejas de malecón de la Costa Verde.;30/12/2015;21632.8;;140;;Francisco Artemio Távara Córdova;César Acuña Peralta;Negativo;2015-12														
"Medio Impreso;Exitosa;Exitosa Diario;""""""No habrá gran transferencia de votos desde el PPC a Alan"""""";Entrevista a analista político Luis Benavente. - ¿En el caso de Alianza para el Progreso"	 de César Acuña	 ha terminado por aliarse con Somos Perú. /	 También se juntan para pasar la valla? Creo que es lo mismo que en el caso del PPC	 pues también quieren tener presencia congresal	 pero la diferencia con los pepecistas es que Somos Perú no tienen problemas de división. No creo que un representante de Somos Perú integre la plancha presidencial de Acuña	 quien es un grande que suma a un pequeño. Acuña está comenzando a generar una expansión centrífuga.. se sabe que los partidos nacionales suman votos de regiones y en su caso es al revés. (...) - En el caso de Solidaridad Nacional	 parece que han decidido irse con una fujimorista	 Luisa María Cuculiza.. Aparentemente han sido ninguneados por PPK. (...) ¿Cómo ve el hecho que personajes progresistas como Vladimiro Huaroc	 Anel Townsend y	 al parecer	 Susana Villarán vayan sumarse a Keiko y Acuña	 quienes son vinculados con hechos de corrupción? Es que la izquierda está muy dividida	 solo queda una pequeña unidad representada en Verónika Mendoza y que no incluye al sector de Villarán	 Nano Guerra	 entre otros.;13/12/2015;5756.52;770.67;0;6;Luis Benavente Gianella;César Acuña Peralta;Neutro;2015-12					
Medio Impreso;Perú 21;Perú 21;Keiko va a ganar liderazgo - Enrique Castillo;Keiko Fujimori no tenía alternativa. Su padre Alberto y su hermano Kenji la pusieron en una situación muy difícil y no hacer lo que ha hecho habría significado claudicar en un liderazgo que quiere mostrar para que la gente crea que puede conducir la presidencia. (...) Keiko Fujimori va a perder muy poco y es más lo que va a ganar	 porque va a demostrar que el liderazgo lo tiene ella	 por encima del padre y del hermano.;30/12/2015;676.87;79.5;0;4;Enrique Castillo Paredes;Keiko Fujimori Higuchi;Positivo;2015-12																		
